id,Age
16998,10.0
16999,9.7
17000,5.0
17001,11.4
17002,9.8
17003,11.9
17004,5.3
17005,10.0
17006,11.0
17007,11.0
17008,8.5
17009,12.7
17010,8.6
17011,10.0
17012,9.4
17013,11.6
17014,10.4
17015,10.6
17016,11.3
17017,10.7
17018,5.6
17019,7.5
17020,9.0
17021,9.8
17022,11.6
17023,7.4
17024,9.8
17025,13.3
17026,11.1
17027,13.3
17028,9.4
17029,9.0
17030,9.8
17031,10.7
17032,10.8
17033,11.6
17034,10.0
17035,15.4
17036,10.8
17037,11.3
17038,11.6
17039,13.2
17040,6.9
17041,7.6
17042,10.7
17043,9.5
17044,11.4
17045,11.6
17046,6.1
17047,9.6
17048,6.8
17049,10.8
17050,6.6
17051,5.3
17052,9.4
17053,9.1
17054,10.0
17055,10.6
17056,8.9
17057,9.4
17058,8.1
17059,8.4
17060,7.4
17061,13.3
17062,9.5
17063,11.6
17064,7.1
17065,8.5
17066,9.6
17067,15.2
17068,9.1
17069,8.2
17070,13.6
17071,11.6
17072,10.5
17073,9.9
17074,6.9
17075,6.6
17076,8.5
17077,10.9
17078,12.8
17079,9.7
17080,6.7
17081,8.7
17082,11.4
17083,14.9
17084,9.5
17085,11.8
17086,6.6
17087,7.8
17088,8.2
17089,11.8
17090,7.5
17091,10.5
17092,12.3
17093,7.6
17094,8.1
17095,7.0
17096,7.5
17097,7.8
17098,14.7
17099,8.0
17100,10.3
17101,4.3
17102,4.9
17103,9.7
17104,6.1
17105,8.9
17106,11.1
17107,15.3
17108,6.7
17109,9.7
17110,13.2
17111,12.2
17112,10.0
17113,12.7
17114,8.9
17115,16.9
17116,6.8
17117,10.3
17118,10.7
17119,11.2
17120,8.0
17121,9.1
17122,13.1
17123,8.8
17124,4.7
17125,9.1
17126,11.0
17127,6.7
17128,3.9
17129,9.0
17130,8.3
17131,10.5
17132,12.0
17133,10.9
17134,7.2
17135,6.5
17136,11.4
17137,9.8
17138,6.3
17139,8.9
17140,8.6
17141,10.0
17142,6.1
17143,10.9
17144,8.1
17145,9.7
17146,4.6
17147,13.8
17148,11.1
17149,10.4
17150,6.5
17151,10.3
17152,8.2
17153,10.9
17154,8.1
17155,9.7
17156,12.3
17157,8.8
17158,8.9
17159,10.9
17160,10.0
17161,10.2
17162,11.5
17163,6.4
17164,6.5
17165,9.5
17166,7.7
17167,6.0
17168,10.6
17169,10.1
17170,11.2
17171,8.5
17172,8.9
17173,6.8
17174,9.9
17175,10.9
17176,10.8
17177,6.8
17178,6.2
17179,8.7
17180,9.9
17181,10.0
17182,13.8
17183,8.0
17184,11.7
17185,9.5
17186,5.2
17187,6.0
17188,8.7
17189,10.0
17190,8.6
17191,4.9
17192,12.3
17193,9.5
17194,6.7
17195,10.3
17196,11.3
17197,12.5
17198,5.6
17199,6.4
17200,5.8
17201,17.3
17202,13.4
17203,11.4
17204,9.5
17205,6.9
17206,5.9
17207,10.6
17208,11.9
17209,6.8
17210,11.1
17211,5.6
17212,7.4
17213,11.0
17214,6.6
17215,8.4
17216,6.8
17217,11.4
17218,10.8
17219,15.5
17220,6.5
17221,6.1
17222,10.2
17223,9.7
17224,10.9
17225,12.5
17226,4.0
17227,11.5
17228,10.3
17229,7.7
17230,8.4
17231,6.2
17232,16.4
17233,6.4
17234,7.1
17235,7.4
17236,9.9
17237,10.1
17238,5.0
17239,10.6
17240,11.8
17241,9.7
17242,10.1
17243,6.9
17244,13.3
17245,10.0
17246,10.5
17247,13.3
17248,9.8
17249,9.3
17250,9.5
17251,11.5
17252,10.2
17253,11.9
17254,7.1
17255,10.1
17256,8.5
17257,9.0
17258,12.1
17259,10.2
17260,8.9
17261,13.7
17262,8.8
17263,12.2
17264,9.2
17265,11.7
17266,6.6
17267,6.5
17268,8.0
17269,6.7
17270,10.3
17271,11.1
17272,9.1
17273,10.0
17274,10.4
17275,9.4
17276,9.7
17277,10.6
17278,10.1
17279,16.3
17280,10.9
17281,8.6
17282,9.1
17283,11.1
17284,9.9
17285,8.4
17286,7.7
17287,10.2
17288,7.5
17289,7.9
17290,10.9
17291,7.0
17292,10.9
17293,10.1
17294,8.3
17295,13.6
17296,9.6
17297,10.9
17298,11.1
17299,9.6
17300,15.0
17301,6.7
17302,7.4
17303,10.7
17304,8.2
17305,11.0
17306,11.2
17307,9.3
17308,6.9
17309,6.6
17310,11.3
17311,5.9
17312,9.3
17313,5.8
17314,7.1
17315,7.7
17316,7.4
17317,4.5
17318,8.7
17319,11.3
17320,9.8
17321,15.3
17322,10.6
17323,12.5
17324,8.0
17325,13.5
17326,14.4
17327,10.5
17328,13.6
17329,8.0
17330,10.0
17331,10.5
17332,8.0
17333,8.8
17334,10.0
17335,8.0
17336,12.0
17337,8.3
17338,10.0
17339,10.6
17340,6.8
17341,8.5
17342,13.6
17343,8.4
17344,11.2
17345,9.8
17346,13.0
17347,10.1
17348,9.5
17349,11.0
17350,10.1
17351,10.5
17352,10.3
17353,10.8
17354,11.2
17355,10.9
17356,10.4
17357,9.0
17358,10.0
17359,12.5
17360,11.4
17361,9.7
17362,11.8
17363,14.9
17364,8.9
17365,7.7
17366,8.7
17367,9.4
17368,5.0
17369,10.0
17370,10.2
17371,10.7
17372,7.3
17373,7.7
17374,8.2
17375,9.9
17376,5.7
17377,9.4
17378,13.0
17379,7.5
17380,10.7
17381,7.4
17382,6.4
17383,6.3
17384,10.0
17385,13.1
17386,10.0
17387,9.6
17388,9.1
17389,11.3
17390,12.9
17391,8.6
17392,8.4
17393,11.5
17394,9.3
17395,5.8
17396,11.0
17397,10.9
17398,4.1
17399,10.2
17400,9.6
17401,9.3
17402,6.5
17403,15.7
17404,10.2
17405,10.8
17406,7.5
17407,10.5
17408,11.3
17409,8.6
17410,7.0
17411,11.3
17412,11.1
17413,13.8
17414,11.2
17415,9.0
17416,8.7
17417,5.5
17418,10.6
17419,5.2
17420,6.5
17421,8.1
17422,14.4
17423,9.6
17424,8.5
17425,12.1
17426,9.8
17427,7.3
17428,5.5
17429,10.8
17430,10.0
17431,11.7
17432,14.4
17433,8.5
17434,10.6
17435,7.1
17436,6.8
17437,10.0
17438,7.8
17439,10.5
17440,7.1
17441,9.4
17442,13.0
17443,8.8
17444,9.9
17445,9.3
17446,4.4
17447,14.0
17448,9.5
17449,9.4
17450,10.2
17451,6.2
17452,14.3
17453,7.0
17454,9.6
17455,10.1
17456,11.6
17457,9.1
17458,9.8
17459,9.6
17460,15.3
17461,10.6
17462,6.0
17463,9.5
17464,10.4
17465,10.9
17466,10.6
17467,6.4
17468,9.0
17469,10.9
17470,9.7
17471,9.3
17472,7.9
17473,8.4
17474,10.4
17475,12.7
17476,7.1
17477,7.5
17478,8.7
17479,7.5
17480,10.8
17481,10.4
17482,13.4
17483,11.2
17484,8.7
17485,11.1
17486,9.7
17487,6.5
17488,7.8
17489,8.4
17490,10.3
17491,11.8
17492,5.5
17493,7.7
17494,9.7
17495,9.5
17496,12.3
17497,5.1
17498,11.2
17499,9.0
17500,11.0
17501,3.9
17502,10.4
17503,12.1
17504,10.3
17505,6.6
17506,6.4
17507,6.9
17508,13.8
17509,10.2
17510,7.7
17511,6.5
17512,9.4
17513,12.2
17514,12.7
17515,7.2
17516,9.5
17517,13.0
17518,9.9
17519,7.3
17520,10.7
17521,11.3
17522,7.1
17523,12.7
17524,7.8
17525,11.5
17526,7.3
17527,13.2
17528,10.3
17529,7.7
17530,9.9
17531,9.8
17532,11.1
17533,8.6
17534,8.1
17535,10.2
17536,10.2
17537,8.6
17538,7.1
17539,8.5
17540,10.9
17541,6.8
17542,9.2
17543,9.5
17544,6.5
17545,12.3
17546,7.4
17547,6.9
17548,9.0
17549,9.5
17550,9.8
17551,10.1
17552,9.8
17553,10.9
17554,13.6
17555,8.4
17556,7.0
17557,9.8
17558,9.4
17559,9.6
17560,14.8
17561,9.9
17562,9.5
17563,13.1
17564,9.9
17565,6.0
17566,8.6
17567,11.1
17568,11.1
17569,14.1
17570,9.5
17571,10.0
17572,9.6
17573,8.5
17574,12.1
17575,10.1
17576,9.5
17577,11.9
17578,9.7
17579,9.3
17580,17.0
17581,9.2
17582,8.9
17583,9.2
17584,12.5
17585,9.8
17586,11.6
17587,10.5
17588,9.7
17589,9.3
17590,11.6
17591,10.4
17592,8.8
17593,10.7
17594,14.9
17595,8.4
17596,9.9
17597,8.0
17598,9.3
17599,12.6
17600,10.2
17601,10.9
17602,11.6
17603,10.2
17604,9.1
17605,12.7
17606,10.3
17607,7.9
17608,7.2
17609,11.8
17610,6.7
17611,7.5
17612,10.5
17613,9.7
17614,9.3
17615,8.4
17616,10.9
17617,8.5
17618,9.5
17619,6.5
17620,12.0
17621,11.9
17622,8.7
17623,6.4
17624,11.0
17625,11.5
17626,10.0
17627,7.5
17628,4.4
17629,9.7
17630,8.9
17631,10.6
17632,9.9
17633,11.1
17634,8.0
17635,9.3
17636,9.8
17637,9.8
17638,9.8
17639,13.0
17640,10.5
17641,10.8
17642,10.9
17643,11.7
17644,9.8
17645,4.8
17646,8.0
17647,10.4
17648,10.3
17649,9.6
17650,13.8
17651,4.2
17652,8.2
17653,10.1
17654,6.7
17655,10.4
17656,8.7
17657,15.8
17658,5.6
17659,11.1
17660,12.3
17661,6.2
17662,11.3
17663,10.7
17664,9.4
17665,7.4
17666,5.0
17667,13.7
17668,11.6
17669,11.1
17670,7.5
17671,7.8
17672,13.1
17673,13.1
17674,9.7
17675,10.8
17676,10.7
17677,10.5
17678,11.3
17679,7.3
17680,10.3
17681,9.5
17682,10.4
17683,6.8
17684,9.3
17685,8.7
17686,6.6
17687,8.0
17688,9.7
17689,7.8
17690,9.2
17691,10.2
17692,10.9
17693,7.1
17694,10.4
17695,9.9
17696,4.7
17697,9.4
17698,7.1
17699,6.4
17700,9.2
17701,10.0
17702,10.2
17703,11.2
17704,12.2
17705,9.4
17706,8.4
17707,8.5
17708,8.5
17709,5.2
17710,11.6
17711,12.6
17712,9.5
17713,7.2
17714,9.0
17715,12.3
17716,6.8
17717,6.5
17718,11.2
17719,11.6
17720,11.9
17721,9.5
17722,4.5
17723,7.2
17724,8.5
17725,10.1
17726,7.9
17727,8.7
17728,13.6
17729,6.4
17730,7.9
17731,10.4
17732,10.4
17733,12.9
17734,9.7
17735,10.0
17736,9.0
17737,12.2
17738,10.4
17739,7.5
17740,6.9
17741,10.6
17742,11.7
17743,6.6
17744,11.1
17745,4.2
17746,13.6
17747,13.2
17748,9.5
17749,9.1
17750,9.1
17751,10.3
17752,5.4
17753,8.2
17754,10.2
17755,8.6
17756,7.4
17757,7.2
17758,10.5
17759,16.9
17760,10.5
17761,12.8
17762,10.3
17763,11.1
17764,13.3
17765,5.5
17766,13.5
17767,11.1
17768,6.9
17769,6.8
17770,10.0
17771,7.8
17772,10.7
17773,10.3
17774,9.4
17775,6.4
17776,10.2
17777,9.1
17778,12.1
17779,6.4
17780,9.1
17781,9.7
17782,10.3
17783,6.4
17784,10.9
17785,9.8
17786,13.5
17787,6.2
17788,12.2
17789,12.8
17790,12.0
17791,6.9
17792,5.5
17793,6.5
17794,8.0
17795,8.2
17796,7.8
17797,10.6
17798,4.6
17799,5.7
17800,10.9
17801,8.0
17802,7.3
17803,8.8
17804,9.8
17805,11.3
17806,10.3
17807,8.4
17808,11.1
17809,12.2
17810,8.4
17811,13.1
17812,10.9
17813,9.3
17814,17.9
17815,13.4
17816,12.5
17817,8.3
17818,7.4
17819,12.5
17820,8.9
17821,7.1
17822,9.2
17823,6.8
17824,10.3
17825,11.2
17826,6.3
17827,8.6
17828,10.4
17829,10.1
17830,11.1
17831,10.6
17832,7.8
17833,11.8
17834,15.9
17835,10.5
17836,10.4
17837,7.9
17838,6.9
17839,5.0
17840,10.0
17841,5.5
17842,6.8
17843,9.1
17844,7.2
17845,12.0
17846,10.4
17847,7.8
17848,9.7
17849,9.5
17850,11.8
17851,11.3
17852,11.9
17853,10.0
17854,5.7
17855,9.3
17856,5.4
17857,10.7
17858,8.7
17859,9.1
17860,11.5
17861,11.5
17862,10.7
17863,10.2
17864,8.8
17865,5.5
17866,6.4
17867,6.5
17868,6.7
17869,9.0
17870,8.4
17871,9.6
17872,8.3
17873,6.5
17874,12.6
17875,9.9
17876,8.9
17877,8.1
17878,8.8
17879,10.8
17880,6.7
17881,4.6
17882,11.3
17883,10.3
17884,6.8
17885,10.9
17886,10.1
17887,10.3
17888,9.8
17889,10.1
17890,7.9
17891,10.4
17892,10.6
17893,6.2
17894,8.7
17895,9.1
17896,14.2
17897,8.0
17898,6.5
17899,8.7
17900,7.4
17901,7.3
17902,10.4
17903,6.0
17904,7.3
17905,6.2
17906,12.3
17907,12.9
17908,10.6
17909,10.9
17910,7.7
17911,8.3
17912,6.0
17913,5.6
17914,7.3
17915,10.9
17916,6.8
17917,11.9
17918,13.1
17919,9.4
17920,11.5
17921,9.7
17922,8.0
17923,9.6
17924,9.7
17925,12.9
17926,10.6
17927,13.5
17928,6.0
17929,6.8
17930,10.0
17931,11.6
17932,11.7
17933,10.7
17934,9.4
17935,12.2
17936,11.6
17937,9.4
17938,11.0
17939,10.5
17940,5.3
17941,9.1
17942,8.9
17943,9.3
17944,9.0
17945,10.0
17946,9.6
17947,9.0
17948,7.1
17949,8.9
17950,8.7
17951,9.8
17952,7.2
17953,8.1
17954,9.1
17955,12.2
17956,8.9
17957,10.1
17958,6.2
17959,8.1
17960,10.0
17961,14.6
17962,15.0
17963,9.9
17964,6.0
17965,9.6
17966,10.8
17967,9.3
17968,8.8
17969,7.7
17970,7.5
17971,7.7
17972,10.8
17973,6.4
17974,11.4
17975,11.5
17976,7.2
17977,9.5
17978,12.7
17979,10.1
17980,12.3
17981,8.0
17982,6.4
17983,9.0
17984,10.9
17985,11.4
17986,4.9
17987,9.6
17988,9.3
17989,9.0
17990,7.4
17991,11.6
17992,10.8
17993,10.1
17994,8.0
17995,10.7
17996,10.5
17997,11.9
17998,10.1
17999,9.6
18000,11.0
18001,5.5
18002,7.5
18003,12.0
18004,19.7
18005,10.4
18006,8.7
18007,10.8
18008,8.1
18009,9.2
18010,11.9
18011,16.5
18012,8.9
18013,9.7
18014,7.4
18015,9.7
18016,9.3
18017,9.8
18018,9.7
18019,7.7
18020,9.6
18021,16.8
18022,10.2
18023,8.3
18024,5.6
18025,9.3
18026,10.6
18027,11.6
18028,11.2
18029,9.9
18030,9.8
18031,12.0
18032,9.7
18033,8.4
18034,9.7
18035,12.0
18036,13.5
18037,8.9
18038,6.4
18039,8.5
18040,3.9
18041,11.1
18042,6.0
18043,9.1
18044,11.5
18045,10.8
18046,9.4
18047,8.6
18048,7.4
18049,7.1
18050,8.6
18051,8.8
18052,6.3
18053,10.0
18054,14.8
18055,11.1
18056,8.2
18057,4.5
18058,10.5
18059,9.9
18060,8.2
18061,3.9
18062,10.1
18063,10.0
18064,6.6
18065,6.8
18066,7.4
18067,10.2
18068,11.2
18069,6.5
18070,9.9
18071,12.1
18072,6.0
18073,9.4
18074,11.6
18075,11.4
18076,9.5
18077,12.2
18078,8.6
18079,10.9
18080,12.2
18081,7.9
18082,19.1
18083,11.8
18084,4.5
18085,7.9
18086,12.0
18087,6.9
18088,11.1
18089,9.3
18090,10.2
18091,10.0
18092,13.1
18093,8.9
18094,5.1
18095,7.5
18096,9.1
18097,6.0
18098,10.0
18099,11.0
18100,10.2
18101,15.5
18102,9.4
18103,8.1
18104,10.2
18105,10.4
18106,11.8
18107,8.0
18108,10.0
18109,12.1
18110,15.6
18111,10.1
18112,7.0
18113,12.9
18114,11.5
18115,6.7
18116,8.6
18117,5.5
18118,9.4
18119,11.1
18120,10.2
18121,14.7
18122,6.9
18123,10.3
18124,7.6
18125,12.0
18126,10.9
18127,13.6
18128,15.3
18129,6.2
18130,10.5
18131,8.7
18132,9.3
18133,10.8
18134,10.2
18135,14.3
18136,5.9
18137,10.2
18138,12.4
18139,11.2
18140,9.8
18141,8.6
18142,10.3
18143,9.8
18144,10.1
18145,12.1
18146,10.9
18147,8.9
18148,8.1
18149,7.3
18150,7.5
18151,7.1
18152,7.4
18153,9.9
18154,13.7
18155,11.2
18156,14.1
18157,9.4
18158,11.8
18159,10.0
18160,8.2
18161,9.7
18162,7.7
18163,10.2
18164,8.2
18165,11.0
18166,8.3
18167,9.9
18168,11.0
18169,11.0
18170,5.6
18171,10.2
18172,10.3
18173,7.0
18174,6.6
18175,8.3
18176,9.1
18177,9.8
18178,9.1
18179,6.2
18180,10.7
18181,9.7
18182,10.0
18183,9.9
18184,10.9
18185,13.4
18186,12.7
18187,13.1
18188,5.5
18189,6.2
18190,7.5
18191,9.6
18192,11.0
18193,6.1
18194,9.6
18195,10.7
18196,11.3
18197,7.8
18198,9.5
18199,6.6
18200,10.9
18201,7.1
18202,9.5
18203,12.6
18204,9.3
18205,15.1
18206,4.2
18207,9.7
18208,8.3
18209,8.9
18210,11.4
18211,8.1
18212,14.8
18213,12.0
18214,10.4
18215,10.1
18216,8.4
18217,10.7
18218,9.8
18219,11.0
18220,9.8
18221,7.5
18222,9.5
18223,14.8
18224,5.5
18225,9.3
18226,6.7
18227,11.0
18228,14.8
18229,7.3
18230,4.1
18231,6.1
18232,7.9
18233,12.3
18234,5.4
18235,7.4
18236,7.6
18237,8.3
18238,10.7
18239,9.0
18240,15.2
18241,9.6
18242,10.6
18243,10.0
18244,6.7
18245,6.0
18246,10.0
18247,11.2
18248,9.6
18249,7.6
18250,7.7
18251,7.4
18252,9.5
18253,10.2
18254,6.5
18255,8.5
18256,6.5
18257,7.6
18258,6.7
18259,11.5
18260,9.1
18261,9.8
18262,6.6
18263,10.8
18264,5.2
18265,9.3
18266,6.7
18267,11.8
18268,5.5
18269,8.9
18270,9.8
18271,9.5
18272,11.4
18273,10.9
18274,7.3
18275,10.9
18276,10.3
18277,9.3
18278,6.8
18279,9.5
18280,10.2
18281,7.9
18282,10.0
18283,15.7
18284,10.7
18285,9.6
18286,10.4
18287,9.4
18288,6.5
18289,7.6
18290,10.0
18291,13.0
18292,10.5
18293,9.2
18294,9.9
18295,11.5
18296,10.3
18297,8.6
18298,10.1
18299,12.4
18300,8.7
18301,10.9
18302,12.5
18303,5.5
18304,6.2
18305,13.5
18306,8.4
18307,8.4
18308,9.4
18309,6.3
18310,6.6
18311,10.3
18312,11.3
18313,6.8
18314,8.2
18315,12.4
18316,7.8
18317,6.7
18318,12.4
18319,5.3
18320,7.9
18321,10.9
18322,10.8
18323,9.8
18324,10.8
18325,6.5
18326,11.4
18327,15.5
18328,8.9
18329,9.2
18330,5.9
18331,6.7
18332,12.5
18333,12.9
18334,13.2
18335,9.1
18336,10.0
18337,10.9
18338,7.0
18339,11.4
18340,10.4
18341,8.5
18342,10.4
18343,9.5
18344,8.1
18345,10.5
18346,13.1
18347,5.3
18348,13.2
18349,8.6
18350,9.6
18351,9.5
18352,8.5
18353,11.5
18354,6.9
18355,9.2
18356,9.2
18357,13.5
18358,6.3
18359,10.1
18360,8.9
18361,18.1
18362,5.6
18363,5.7
18364,10.5
18365,7.7
18366,10.1
18367,14.0
18368,5.2
18369,5.4
18370,9.7
18371,8.4
18372,10.7
18373,8.0
18374,7.0
18375,10.5
18376,11.8
18377,10.5
18378,7.2
18379,11.9
18380,9.7
18381,10.2
18382,5.9
18383,11.1
18384,7.6
18385,12.1
18386,7.1
18387,14.4
18388,9.1
18389,12.1
18390,6.7
18391,11.2
18392,10.0
18393,13.0
18394,9.4
18395,7.5
18396,10.0
18397,11.3
18398,7.9
18399,11.3
18400,7.8
18401,10.8
18402,8.8
18403,10.0
18404,12.4
18405,10.7
18406,9.3
18407,11.2
18408,5.7
18409,11.2
18410,6.7
18411,11.5
18412,10.7
18413,11.3
18414,6.6
18415,7.8
18416,8.4
18417,8.5
18418,9.4
18419,8.2
18420,7.0
18421,6.0
18422,9.2
18423,6.1
18424,9.7
18425,16.6
18426,7.1
18427,9.4
18428,9.8
18429,7.1
18430,7.5
18431,10.4
18432,9.6
18433,10.4
18434,11.1
18435,10.3
18436,4.2
18437,13.1
18438,9.6
18439,9.3
18440,7.8
18441,10.8
18442,10.2
18443,10.5
18444,10.4
18445,10.6
18446,6.1
18447,8.5
18448,10.2
18449,10.0
18450,8.0
18451,6.7
18452,7.0
18453,9.2
18454,11.4
18455,15.7
18456,9.2
18457,9.5
18458,8.8
18459,9.5
18460,14.5
18461,11.8
18462,9.1
18463,10.2
18464,10.1
18465,11.6
18466,6.3
18467,11.6
18468,12.0
18469,9.8
18470,9.3
18471,10.8
18472,6.5
18473,11.7
18474,11.8
18475,7.1
18476,7.1
18477,11.2
18478,7.9
18479,11.7
18480,12.8
18481,16.4
18482,10.4
18483,7.4
18484,8.9
18485,10.7
18486,10.3
18487,7.2
18488,14.0
18489,5.4
18490,12.1
18491,5.8
18492,10.4
18493,6.6
18494,12.5
18495,6.6
18496,8.3
18497,5.4
18498,12.0
18499,8.1
18500,8.3
18501,10.8
18502,14.6
18503,4.3
18504,13.3
18505,5.4
18506,8.0
18507,8.3
18508,8.3
18509,9.5
18510,13.8
18511,13.1
18512,3.9
18513,6.1
18514,8.4
18515,9.0
18516,6.3
18517,10.3
18518,5.3
18519,13.6
18520,9.2
18521,9.2
18522,11.3
18523,6.9
18524,10.2
18525,8.3
18526,11.1
18527,5.7
18528,10.7
18529,8.4
18530,10.5
18531,11.3
18532,12.7
18533,8.2
18534,7.4
18535,9.7
18536,12.1
18537,10.0
18538,10.4
18539,8.5
18540,6.8
18541,6.0
18542,7.8
18543,11.3
18544,8.1
18545,15.8
18546,7.6
18547,10.9
18548,9.1
18549,11.3
18550,6.5
18551,13.5
18552,5.8
18553,6.2
18554,10.5
18555,11.9
18556,11.4
18557,11.3
18558,7.2
18559,10.7
18560,8.9
18561,12.2
18562,10.7
18563,12.0
18564,11.9
18565,9.5
18566,8.1
18567,9.5
18568,10.2
18569,12.2
18570,7.7
18571,10.9
18572,11.7
18573,12.3
18574,7.4
18575,13.7
18576,9.7
18577,8.7
18578,9.9
18579,6.7
18580,10.2
18581,9.6
18582,7.5
18583,9.3
18584,9.9
18585,7.8
18586,10.6
18587,10.4
18588,9.7
18589,8.6
18590,5.9
18591,14.9
18592,6.1
18593,9.6
18594,9.6
18595,6.7
18596,10.0
18597,10.3
18598,9.1
18599,8.6
18600,10.9
18601,9.4
18602,9.9
18603,6.9
18604,6.1
18605,9.9
18606,17.0
18607,5.8
18608,10.1
18609,5.3
18610,7.9
18611,11.2
18612,6.3
18613,10.0
18614,9.9
18615,9.6
18616,10.7
18617,13.5
18618,9.7
18619,7.4
18620,10.0
18621,11.6
18622,12.8
18623,10.9
18624,5.4
18625,6.5
18626,9.0
18627,13.1
18628,10.3
18629,10.6
18630,11.0
18631,11.3
18632,10.3
18633,12.4
18634,8.1
18635,6.8
18636,6.9
18637,9.4
18638,8.6
18639,16.1
18640,11.7
18641,8.8
18642,7.0
18643,9.1
18644,9.8
18645,6.3
18646,12.0
18647,8.4
18648,7.0
18649,8.6
18650,9.3
18651,12.1
18652,6.7
18653,7.8
18654,8.0
18655,10.4
18656,9.3
18657,10.3
18658,15.0
18659,10.8
18660,9.9
18661,9.8
18662,9.1
18663,9.9
18664,7.7
18665,12.8
18666,7.9
18667,7.4
18668,7.0
18669,6.0
18670,9.5
18671,10.4
18672,10.3
18673,8.7
18674,8.3
18675,9.2
18676,5.6
18677,11.5
18678,9.0
18679,10.2
18680,14.5
18681,12.1
18682,8.9
18683,9.7
18684,9.2
18685,11.2
18686,13.1
18687,10.3
18688,11.1
18689,8.0
18690,9.7
18691,9.3
18692,12.8
18693,11.2
18694,9.6
18695,13.7
18696,9.5
18697,11.6
18698,8.7
18699,9.6
18700,12.3
18701,12.1
18702,6.6
18703,10.0
18704,7.0
18705,7.7
18706,10.0
18707,5.0
18708,10.6
18709,13.9
18710,8.6
18711,7.6
18712,8.6
18713,8.7
18714,11.6
18715,10.7
18716,8.8
18717,8.6
18718,8.3
18719,9.6
18720,11.7
18721,7.9
18722,4.0
18723,10.5
18724,8.9
18725,11.5
18726,11.0
18727,7.4
18728,10.0
18729,10.2
18730,11.5
18731,10.7
18732,9.3
18733,12.8
18734,7.2
18735,10.1
18736,7.9
18737,6.2
18738,14.7
18739,15.8
18740,9.8
18741,5.8
18742,8.0
18743,10.7
18744,10.9
18745,16.1
18746,10.9
18747,10.0
18748,7.8
18749,8.0
18750,10.1
18751,9.2
18752,7.3
18753,10.4
18754,10.6
18755,10.9
18756,6.6
18757,10.0
18758,10.2
18759,13.6
18760,8.1
18761,7.8
18762,10.5
18763,8.9
18764,10.0
18765,8.6
18766,6.5
18767,3.8
18768,9.7
18769,10.5
18770,12.4
18771,10.4
18772,9.9
18773,9.6
18774,9.8
18775,9.2
18776,7.4
18777,8.6
18778,6.1
18779,10.4
18780,8.6
18781,10.7
18782,11.5
18783,9.0
18784,10.2
18785,6.6
18786,10.2
18787,5.9
18788,12.2
18789,4.0
18790,10.8
18791,6.7
18792,10.1
18793,10.3
18794,6.1
18795,8.4
18796,7.7
18797,8.0
18798,10.4
18799,9.6
18800,10.3
18801,10.5
18802,9.5
18803,12.1
18804,6.9
18805,6.8
18806,4.6
18807,7.5
18808,9.6
18809,8.0
18810,10.4
18811,8.3
18812,10.6
18813,9.4
18814,7.0
18815,8.1
18816,11.9
18817,7.3
18818,10.1
18819,9.1
18820,12.8
18821,10.1
18822,11.3
18823,12.5
18824,7.3
18825,11.0
18826,6.0
18827,10.0
18828,10.6
18829,8.8
18830,12.8
18831,6.6
18832,7.0
18833,12.4
18834,13.4
18835,10.6
18836,12.0
18837,6.4
18838,8.8
18839,11.0
18840,9.0
18841,7.5
18842,10.7
18843,8.9
18844,9.1
18845,5.8
18846,12.8
18847,9.5
18848,9.5
18849,7.9
18850,12.0
18851,6.3
18852,6.5
18853,9.0
18854,7.8
18855,12.9
18856,12.1
18857,6.7
18858,6.9
18859,8.4
18860,9.6
18861,9.2
18862,7.2
18863,11.4
18864,10.8
18865,6.4
18866,10.2
18867,10.6
18868,11.8
18869,7.7
18870,6.0
18871,8.7
18872,11.1
18873,6.9
18874,8.8
18875,9.7
18876,8.5
18877,9.2
18878,10.4
18879,12.2
18880,9.4
18881,7.2
18882,12.4
18883,12.8
18884,7.7
18885,8.1
18886,7.9
18887,10.9
18888,13.1
18889,11.9
18890,7.8
18891,8.9
18892,9.7
18893,10.4
18894,9.8
18895,7.7
18896,5.4
18897,8.7
18898,7.4
18899,12.3
18900,11.2
18901,13.0
18902,10.2
18903,9.5
18904,9.5
18905,10.8
18906,5.8
18907,9.7
18908,12.2
18909,10.2
18910,11.2
18911,11.8
18912,10.1
18913,12.9
18914,12.0
18915,10.1
18916,6.6
18917,13.2
18918,10.0
18919,4.5
18920,11.1
18921,11.4
18922,7.2
18923,8.9
18924,9.6
18925,9.5
18926,11.4
18927,9.0
18928,10.3
18929,9.3
18930,9.3
18931,9.7
18932,13.2
18933,11.7
18934,9.9
18935,7.2
18936,7.5
18937,8.5
18938,9.2
18939,5.0
18940,4.5
18941,12.9
18942,8.6
18943,5.5
18944,11.0
18945,8.5
18946,6.1
18947,6.6
18948,4.0
18949,10.7
18950,13.5
18951,8.5
18952,8.3
18953,10.3
18954,9.8
18955,7.4
18956,7.0
18957,14.3
18958,11.1
18959,11.2
18960,10.3
18961,6.3
18962,6.5
18963,5.9
18964,9.6
18965,9.3
18966,13.6
18967,10.2
18968,8.6
18969,10.7
18970,8.5
18971,11.5
18972,12.6
18973,7.1
18974,9.4
18975,9.7
18976,9.7
18977,6.6
18978,11.6
18979,4.0
18980,10.1
18981,10.8
18982,8.7
18983,7.8
18984,12.6
18985,7.2
18986,9.0
18987,8.1
18988,11.1
18989,10.6
18990,6.4
18991,8.4
18992,9.7
18993,15.2
18994,6.9
18995,12.3
18996,10.5
